source,source_desc,source_id,target,target_desc,target_id,weight
GeneSym,UniprotACC,GeneID,UniprotACC,Organism,TaxID,weight
CEP152,O94986,22995,Q9WMX2,Hepatitis C virus genotype 1b (isolate Con1),333284,1
CEP120,Q8N960,153241,Q9WMX2,Hepatitis C virus genotype 1b (isolate Con1),333284,1
CENPC,Q03188,1060,Q9WMX2,Hepatitis C virus genotype 1b (isolate Con1),333284,1
CELSR2,Q9HCU4,1952,Q9WMX2,Hepatitis C virus genotype 1b (isolate Con1),333284,1
RSPH3,Q86UC2,83861,Q9WMX2,Hepatitis C virus genotype 1b (isolate Con1),333284,1
RUSC2,Q8N2Y8,9853,Q9WMX2,Hepatitis C virus genotype 1b (isolate Con1),333284,1
SBF1,O95248,6305,Q9WMX2,Hepatitis C virus genotype 1b (isolate Con1),333284,1
SDCCAG8,Q86SQ7,10806,Q9WMX2,Hepatitis C virus genotype 1b (isolate Con1),333284,1
SECISBP2,Q96T21,79048,Q9WMX2,Hepatitis C virus genotype 1b (isolate Con1),333284,1
Sep-10,Q9P0V9,151011,Q9WMX2,Hepatitis C virus genotype 1b (isolate Con1),333284,1
SESTD1,Q86VW0,91404,Q9WMX2,Hepatitis C virus genotype 1b (isolate Con1),333284,1
CDC23,Q9UJX2,8697,Q9WMX2,Hepatitis C virus genotype 1b (isolate Con1),333284,1
SETD2,Q9BYW2,29072,Q9WMX2,Hepatitis C virus genotype 1b (isolate Con1),333284,1
CD68,P34810,968,Q9WMX2,Hepatitis C virus genotype 1b (isolate Con1),333284,1
SHARPIN,Q9H0F6,81858,Q9WMX2,Hepatitis C virus genotype 1b (isolate Con1),333284,1
SIAH1,Q8IUQ4,6477,Q9WMX2,Hepatitis C virus genotype 1b (isolate Con1),333284,1
SLC31A2,O15432,1318,Q9WMX2,Hepatitis C virus genotype 1b (isolate Con1),333284,1
SLIT1,O75093,6585,Q9WMX2,Hepatitis C virus genotype 1b (isolate Con1),333284,1
SMEK2,Q5MIZ7,57223,Q9WMX2,Hepatitis C virus genotype 1b (isolate Con1),333284,1
SMURF2,Q9HAU4,64750,Q9WMX2,Hepatitis C virus genotype 1b (isolate Con1),333284,1
SMYD3,Q9H7B4,64754,Q9WMX2,Hepatitis C virus genotype 1b (isolate Con1),333284,1
SORBS2,O94875,8470,Q9WMX2,Hepatitis C virus genotype 1b (isolate Con1),333284,1
SORBS3,O60504,10174,Q9WMX2,Hepatitis C virus genotype 1b (isolate Con1),333284,1
SPICE1,Q8N0Z3,152185,Q9WMX2,Hepatitis C virus genotype 1b (isolate Con1),333284,1
SPOCK3,Q9BQ16,50859,Q9WMX2,Hepatitis C virus genotype 1b (isolate Con1),333284,1
SPON1,Q9HCB6,10418,Q9WMX2,Hepatitis C virus genotype 1b (isolate Con1),333284,1
SRPX2,O60687,27286,Q9WMX2,Hepatitis C virus genotype 1b (isolate Con1),333284,1
SRRT,Q9BXP5,51593,Q9WMX2,Hepatitis C virus genotype 1b (isolate Con1),333284,1
CCDC66,A2RUB6,285331,Q9WMX2,Hepatitis C virus genotype 1b (isolate Con1),333284,1
CCDC37,Q494V2,348807,Q9WMX2,Hepatitis C virus genotype 1b (isolate Con1),333284,1
SSX2IP,Q9Y2D8,117178,Q9WMX2,Hepatitis C virus genotype 1b (isolate Con1),333284,1
CBY1,Q9Y3M2,25776,Q9WMX2,Hepatitis C virus genotype 1b (isolate Con1),333284,1
STAB1,Q9NY15,23166,Q9WMX2,Hepatitis C virus genotype 1b (isolate Con1),333284,1
SYNE1,Q8NF91,23345,Q9WMX2,Hepatitis C virus genotype 1b (isolate Con1),333284,1
SYNPO2,Q9UMS6,171024,Q9WMX2,Hepatitis C virus genotype 1b (isolate Con1),333284,1
TBC1D2B,Q9UPU7,23102,Q9WMX2,Hepatitis C virus genotype 1b (isolate Con1),333284,1
TBXAS1,P24557,6916,Q9WMX2,Hepatitis C virus genotype 1b (isolate Con1),333284,1
TGFB1I1,O43294,7041,Q9WMX2,Hepatitis C virus genotype 1b (isolate Con1),333284,1
THAP1,Q9NVV9,55145,Q9WMX2,Hepatitis C virus genotype 1b (isolate Con1),333284,1
CALCOCO2,Q13137,10241,Q9WMX2,Hepatitis C virus genotype 1b (isolate Con1),333284,1
CADPS2,Q86UW7,93664,Q9WMX2,Hepatitis C virus genotype 1b (isolate Con1),333284,1
CADPS,Q9ULU8,8618,Q9WMX2,Hepatitis C virus genotype 1b (isolate Con1),333284,1
THBS1,P07996,7057,Q9WMX2,Hepatitis C virus genotype 1b (isolate Con1),333284,1
C7,P10643,730,Q9WMX2,Hepatitis C virus genotype 1b (isolate Con1),333284,1
C1orf94,Q6P1W5,84970,Q9WMX2,Hepatitis C virus genotype 1b (isolate Con1),333284,1
TMEM179B,Q7Z7N9,374395,Q9WMX2,Hepatitis C virus genotype 1b (isolate Con1),333284,1
C19orf66,Q9NUL5,55337,Q9WMX2,Hepatitis C virus genotype 1b (isolate Con1),333284,1
BZRAP1,O95153,9256,Q9WMX2,Hepatitis C virus genotype 1b (isolate Con1),333284,1
TMEM63B,Q5T3F8,55362,Q9WMX2,Hepatitis C virus genotype 1b (isolate Con1),333284,1
TMF1,P82094,7110,Q9WMX2,Hepatitis C virus genotype 1b (isolate Con1),333284,1
TMSB4X,P62328,7114,Q9WMX2,Hepatitis C virus genotype 1b (isolate Con1),333284,1
TP53BP2,Q13625,7159,Q9WMX2,Hepatitis C virus genotype 1b (isolate Con1),333284,1
ACTN2,P35609,88,Q9WMX2,Hepatitis C virus genotype 1b (isolate Con1),333284,1
TRIM23,P36406,373,Q9WMX2,Hepatitis C virus genotype 1b (isolate Con1),333284,1
TRIM27,P14373,5987,Q9WMX2,Hepatitis C virus genotype 1b (isolate Con1),333284,1
TRIO,O75962,7204,Q9WMX2,Hepatitis C virus genotype 1b (isolate Con1),333284,1
BIN1,O00499,274,Q9WMX2,Hepatitis C virus genotype 1b (isolate Con1),333284,1
TRIOBP,Q9H2D6,11078,Q9WMX2,Hepatitis C virus genotype 1b (isolate Con1),333284,1
BEND7,Q8N7W2,222389,Q9WMX2,Hepatitis C virus genotype 1b (isolate Con1),333284,1
BEND5,Q7L4P6,79656,Q9WMX2,Hepatitis C virus genotype 1b (isolate Con1),333284,1
BCL6,P41182,604,Q9WMX2,Hepatitis C virus genotype 1b (isolate Con1),333284,1
TRIP11,Q15643,9321,Q9WMX2,Hepatitis C virus genotype 1b (isolate Con1),333284,1
BCL2A1,Q16548,597,Q9WMX2,Hepatitis C virus genotype 1b (isolate Con1),333284,1
BCKDK,O14874,10295,Q9WMX2,Hepatitis C virus genotype 1b (isolate Con1),333284,1
BCAR1,P56945,9564,Q9WMX2,Hepatitis C virus genotype 1b (isolate Con1),333284,1
BCAN,Q96GW7,63827,Q9WMX2,Hepatitis C virus genotype 1b (isolate Con1),333284,1
TUBB4B,P68371,10383,Q9WMX2,Hepatitis C virus genotype 1b (isolate Con1),333284,1
UBA3,Q8TBC4,9039,Q9WMX2,Hepatitis C virus genotype 1b (isolate Con1),333284,1
UBASH3A,P57075,53347,Q9WMX2,Hepatitis C virus genotype 1b (isolate Con1),333284,1
UBQLN1,Q9UMX0,29979,Q9WMX2,Hepatitis C virus genotype 1b (isolate Con1),333284,1
UBQLN4,Q9NRR5,56893,Q9WMX2,Hepatitis C virus genotype 1b (isolate Con1),333284,1
USHBP1,Q8N6Y0,83878,Q9WMX2,Hepatitis C virus genotype 1b (isolate Con1),333284,1
B2M,P61769,567,Q9WMX2,Hepatitis C virus genotype 1b (isolate Con1),333284,1
AXIN1,O15169,8312,Q9WMX2,Hepatitis C virus genotype 1b (isolate Con1),333284,1
USP19,O94966,10869,Q9WMX2,Hepatitis C virus genotype 1b (isolate Con1),333284,1
UXT,Q9UBK9,8409,Q9WMX2,Hepatitis C virus genotype 1b (isolate Con1),333284,1
VCAN,P13611,1462,Q9WMX2,Hepatitis C virus genotype 1b (isolate Con1),333284,1
VPS52,Q8N1B4,6293,Q9WMX2,Hepatitis C virus genotype 1b (isolate Con1),333284,1
VPS9D1,Q9Y2B5,9605,Q9WMX2,Hepatitis C virus genotype 1b (isolate Con1),333284,1
XAB2,Q9HCS7,56949,Q9WMX2,Hepatitis C virus genotype 1b (isolate Con1),333284,1
ASXL1,Q8IXJ9,171023,Q9WMX2,Hepatitis C virus genotype 1b (isolate Con1),333284,1
XRN2,Q9H0D6,22803,Q9WMX2,Hepatitis C virus genotype 1b (isolate Con1),333284,1
ARHGEF6,Q15052,9459,Q9WMX2,Hepatitis C virus genotype 1b (isolate Con1),333284,1
ARHGEF28,Q8N1W1,64283,Q9WMX2,Hepatitis C virus genotype 1b (isolate Con1),333284,1
YY1AP1,Q9H869,55249,Q9WMX2,Hepatitis C virus genotype 1b (isolate Con1),333284,1
ARFIP2,P53365,23647,Q9WMX2,Hepatitis C virus genotype 1b (isolate Con1),333284,1
ARFIP1,P53367,27236,Q9WMX2,Hepatitis C virus genotype 1b (isolate Con1),333284,1
ZBTB1,Q9Y2K1,22890,Q9WMX2,Hepatitis C virus genotype 1b (isolate Con1),333284,1
ZCCHC7,Q8N3Z6,84186,Q9WMX2,Hepatitis C virus genotype 1b (isolate Con1),333284,1
ZHX3,Q9H4I2,23051,Q9WMX2,Hepatitis C virus genotype 1b (isolate Con1),333284,1
ANKRD28,O15084,23243,Q9WMX2,Hepatitis C virus genotype 1b (isolate Con1),333284,1
ANKRD12,Q6UB98,23253,Q9WMX2,Hepatitis C virus genotype 1b (isolate Con1),333284,1
ZMYM2,Q9UBW7,7750,Q9WMX2,Hepatitis C virus genotype 1b (isolate Con1),333284,1
ALG13,Q9NP73,79868,Q9WMX2,Hepatitis C virus genotype 1b (isolate Con1),333284,1
ZNF281,Q9Y2X9,23528,Q9WMX2,Hepatitis C virus genotype 1b (isolate Con1),333284,1
ZNF410,Q86VK4,57862,Q9WMX2,Hepatitis C virus genotype 1b (isolate Con1),333284,1
ZNF646,O15015,9726,Q9WMX2,Hepatitis C virus genotype 1b (isolate Con1),333284,1
ZZZ3,Q8IYH5,26009,Q9WMX2,Hepatitis C virus genotype 1b (isolate Con1),333284,1
ACLY,P53396,47,Q9WMX2,Hepatitis C virus genotype 1b (isolate Con1),333284,1
L3MBTL3,Q96JM7,84456,Q9WMX2,Hepatitis C virus genotype 1b (isolate Con1),333284,1
KHDRBS1,Q07666,10657,Q9WMX2,Hepatitis C virus genotype 1b (isolate Con1),333284,1
SF3B2,Q13435,10992,Q9WMX2,Hepatitis C virus genotype 1b (isolate Con1),333284,1
MAGED1,Q9Y5V3,9500,Q9WMX2,Hepatitis C virus genotype 1b (isolate Con1),333284,1
HNRNPK,P61978,3190,Q9WMX2,Hepatitis C virus genotype 1b (isolate Con1),333284,1
PSME3,P61289,10197,Q9WMX2,Hepatitis C virus genotype 1b (isolate Con1),333284,1
RNF31,Q96EP0,55072,Q9WMX2,Hepatitis C virus genotype 1b (isolate Con1),333284,1
MMRN2,Q9H8L6,79812,Q9WMX2,Hepatitis C virus genotype 1b (isolate Con1),333284,1
EFEMP1,Q12805,2202,Q9WMX2,Hepatitis C virus genotype 1b (isolate Con1),333284,1
PLSCR1,O15162,5359,Q9WMX2,Hepatitis C virus genotype 1b (isolate Con1),333284,1
SNX4,O95219,8723,Q9WMX2,Hepatitis C virus genotype 1b (isolate Con1),333284,1
PARP4,Q9UKK3,143,Q9WMX2,Hepatitis C virus genotype 1b (isolate Con1),333284,1
LZTS2,Q9BRK4,84445,Q9WMX2,Hepatitis C virus genotype 1b (isolate Con1),333284,1
VIM,P08670,7431,Q9WMX2,Hepatitis C virus genotype 1b (isolate Con1),333284,1
FN1,P02751,2335,Q9WMX2,Hepatitis C virus genotype 1b (isolate Con1),333284,1
LTBP4,Q8N2S1,8425,Q9WMX2,Hepatitis C virus genotype 1b (isolate Con1),333284,1
GRN,P28799,2896,Q9WMX2,Hepatitis C virus genotype 1b (isolate Con1),333284,1
VWF,P04275,7450,Q9WMX2,Hepatitis C virus genotype 1b (isolate Con1),333284,1
SLIT3,O75094,6586,Q9WMX2,Hepatitis C virus genotype 1b (isolate Con1),333284,1
HOMER3,Q9NSC5,9454,Q9WMX2,Hepatitis C virus genotype 1b (isolate Con1),333284,1
EGFL7,Q9UHF1,51162,Q9WMX2,Hepatitis C virus genotype 1b (isolate Con1),333284,1
FBLN2,P98095,2199,Q9WMX2,Hepatitis C virus genotype 1b (isolate Con1),333284,1
TRAF3IP3,Q9Y228,80342,Q9WMX2,Hepatitis C virus genotype 1b (isolate Con1),333284,1
TXNDC11,Q6PKC3,51061,Q9WMX2,Hepatitis C virus genotype 1b (isolate Con1),333284,1
LAMB2,P55268,3913,Q9WMX2,Hepatitis C virus genotype 1b (isolate Con1),333284,1
NUCB1,Q02818,4924,Q9WMX2,Hepatitis C virus genotype 1b (isolate Con1),333284,1
EFEMP2,O95967,30008,Q9WMX2,Hepatitis C virus genotype 1b (isolate Con1),333284,1
FBLN5,Q9UBX5,10516,Q9WMX2,Hepatitis C virus genotype 1b (isolate Con1),333284,1
NR4A1,P22736,3164,Q9WMX2,Hepatitis C virus genotype 1b (isolate Con1),333284,1
CSNK2B,P67870,1460,Q9WMX2,Hepatitis C virus genotype 1b (isolate Con1),333284,1
MAPK7,Q13164,5598,Q9WMX2,Hepatitis C virus genotype 1b (isolate Con1),333284,1
CCHCR1,Q8TD31,54535,Q9WMX2,Hepatitis C virus genotype 1b (isolate Con1),333284,1
GAPDH,P04406,2597,Q9WMX2,Hepatitis C virus genotype 1b (isolate Con1),333284,1
CD5L,O43866,922,Q9WMX2,Hepatitis C virus genotype 1b (isolate Con1),333284,1
GPS2,Q13227,2874,Q9WMX2,Hepatitis C virus genotype 1b (isolate Con1),333284,1
FBLN1,P23142,2192,Q9WMX2,Hepatitis C virus genotype 1b (isolate Con1),333284,1
UBE2I,P63279,7329,Q777G9,Epstein-Barr virus (strain GD1),10376,1
ACTN1,P12814,87,Q777G9,Epstein-Barr virus (strain GD1),10376,1
EFEMP1,Q12805,2202,Q777G9,Epstein-Barr virus (strain GD1),10376,1
PLSCR1,O15162,5359,Q777G9,Epstein-Barr virus (strain GD1),10376,1
LTBP4,Q8N2S1,8425,Q777G9,Epstein-Barr virus (strain GD1),10376,1
GRN,P28799,2896,Q777G9,Epstein-Barr virus (strain GD1),10376,1
HOMER3,Q9NSC5,9454,Q777G9,Epstein-Barr virus (strain GD1),10376,1
BAG6,P46379,7917,Q777G9,Epstein-Barr virus (strain GD1),10376,1
TSNARE1,Q96NA8,203062,Q777G9,Epstein-Barr virus (strain GD1),10376,1
CASKIN2,Q8WXE0,57513,Q777G9,Epstein-Barr virus (strain GD1),10376,1
RBPMS,Q93062,11030,Q777G9,Epstein-Barr virus (strain GD1),10376,1
DKK3,Q9UBP4,27122,Q777G9,Epstein-Barr virus (strain GD1),10376,1
MARCO,Q9UEW3,8685,Q777G9,Epstein-Barr virus (strain GD1),10376,1
EGFL7,Q9UHF1,51162,Q777G9,Epstein-Barr virus (strain GD1),10376,1
FBLN2,P98095,2199,Q777G9,Epstein-Barr virus (strain GD1),10376,1
TRAF3IP3,Q9Y228,80342,Q777G9,Epstein-Barr virus (strain GD1),10376,1
TXNDC11,Q6PKC3,51061,Q777G9,Epstein-Barr virus (strain GD1),10376,1
LAMB2,P55268,3913,Q777G9,Epstein-Barr virus (strain GD1),10376,1
NUCB1,Q02818,4924,Q777G9,Epstein-Barr virus (strain GD1),10376,1
EFEMP2,O95967,30008,Q777G9,Epstein-Barr virus (strain GD1),10376,1
FBLN5,Q9UBX5,10516,Q777G9,Epstein-Barr virus (strain GD1),10376,1
HOMER3,Q9NSC5,9454,P03215,Epstein-Barr virus (strain GD1),10376,1
NUCB1,Q02818,4924,P03215,Epstein-Barr virus (strain GD1),10376,1
HOMER3,Q9NSC5,9454,P03212,Epstein-Barr virus (strain B95-8),10377,1
HOMER3,Q9NSC5,9454,Q777C5,Epstein-Barr virus (strain GD1),10376,1
HOMER3,Q9NSC5,9454,P0C6Z3,Epstein-Barr virus (strain GD1),10376,1
HOMER3,Q9NSC5,9454,P03200,Epstein-Barr virus (strain B95-8),10377,1
OPTN,Q96CV9,10133,Q777C8,Epstein-Barr virus (strain GD1),10376,1
SHROOM3,Q8TF72,57619,Q777C8,Epstein-Barr virus (strain GD1),10376,1
TUBA1A,Q71U36,7846,Q777C8,Epstein-Barr virus (strain GD1),10376,1
RBCK1,Q9BYM8,10616,Q777C8,Epstein-Barr virus (strain GD1),10376,1
HOMER3,Q9NSC5,9454,Q777C8,Epstein-Barr virus (strain GD1),10376,1
LMNB1,P20700,4001,P03208,Epstein-Barr virus (strain B95-8),10377,1
SLIT2,O94813,9353,P03208,Epstein-Barr virus (strain B95-8),10377,1
GRN,P28799,2896,P03208,Epstein-Barr virus (strain B95-8),10377,1
VWF,P04275,7450,P03208,Epstein-Barr virus (strain B95-8),10377,1
HOMER3,Q9NSC5,9454,P03208,Epstein-Barr virus (strain B95-8),10377,1
GRN,P28799,2896,Q1HVI2,Epstein-Barr virus (strain GD1),10376,1
VWF,P04275,7450,Q1HVI2,Epstein-Barr virus (strain GD1),10376,1
SLIT3,O75094,6586,Q1HVI2,Epstein-Barr virus (strain GD1),10376,1
PRMT1,Q99873,3276,Q1HVI2,Epstein-Barr virus (strain GD1),10376,1
HOMER3,Q9NSC5,9454,Q1HVI2,Epstein-Barr virus (strain GD1),10376,1
GRN,P28799,2896,P03205,Epstein-Barr virus (strain GD1),10376,1
GRN,P28799,2896,Q1HVB5,Epstein-Barr virus (strain GD1),10376,1
GRN,P28799,2896,P03199,Epstein-Barr virus (strain B95-8),10377,1
TNXB,P22105,7148,P0C6Z1,Epstein-Barr virus (strain GD1),10376,1
TRAF1,Q13077,7185,P0C6Z1,Epstein-Barr virus (strain GD1),10376,1
ACTN1,P12814,87,P0C6Z1,Epstein-Barr virus (strain GD1),10376,1
FN1,P02751,2335,P0C6Z1,Epstein-Barr virus (strain GD1),10376,1
LTBP4,Q8N2S1,8425,P0C6Z1,Epstein-Barr virus (strain GD1),10376,1
GRN,P28799,2896,P0C6Z1,Epstein-Barr virus (strain GD1),10376,1
VWF,P04275,7450,P0C6Z1,Epstein-Barr virus (strain GD1),10376,1
GPRASP1,Q5JY77,9737,P03188,Epstein-Barr virus (strain B95-8),10377,1
AP2B1,P63010,163,P03188,Epstein-Barr virus (strain B95-8),10377,1
LAMB1,P07942,3912,P03188,Epstein-Barr virus (strain B95-8),10377,1
PDE6G,P18545,5148,P03188,Epstein-Barr virus (strain B95-8),10377,1
FAM168B,A1KXE4,130074,P03188,Epstein-Barr virus (strain B95-8),10377,1
TRAF2,Q12933,7186,P03188,Epstein-Barr virus (strain B95-8),10377,1
LZTS2,Q9BRK4,84445,P03188,Epstein-Barr virus (strain B95-8),10377,1
VIM,P08670,7431,P03188,Epstein-Barr virus (strain B95-8),10377,1
FN1,P02751,2335,P03188,Epstein-Barr virus (strain B95-8),10377,1
LTBP4,Q8N2S1,8425,P03188,Epstein-Barr virus (strain B95-8),10377,1
GRN,P28799,2896,P03188,Epstein-Barr virus (strain B95-8),10377,1
VWF,P04275,7450,P03188,Epstein-Barr virus (strain B95-8),10377,1
FBLN5,Q9UBX5,10516,P03188,Epstein-Barr virus (strain B95-8),10377,1
TRAF2,Q12933,7186,P0C723,Epstein-Barr virus (strain GD1),10376,1
SEPP1,P49908,6414,P0C723,Epstein-Barr virus (strain GD1),10376,1
PHYHD1,Q5SRE7,254295,P0C723,Epstein-Barr virus (strain GD1),10376,1
NTN4,Q9HB63,59277,P0C723,Epstein-Barr virus (strain GD1),10376,1
EFEMP1,Q12805,2202,P0C723,Epstein-Barr virus (strain GD1),10376,1
PLSCR1,O15162,5359,P0C723,Epstein-Barr virus (strain GD1),10376,1
SNX4,O95219,8723,P0C723,Epstein-Barr virus (strain GD1),10376,1
PARP4,Q9UKK3,143,P0C723,Epstein-Barr virus (strain GD1),10376,1
LZTS2,Q9BRK4,84445,P0C723,Epstein-Barr virus (strain GD1),10376,1
FBLN5,Q9UBX5,10516,P0C723,Epstein-Barr virus (strain GD1),10376,1
SH3GLB1,Q9Y371,51100,P0C723,Epstein-Barr virus (strain GD1),10376,1
SEPP1,P49908,6414,P03204,Epstein-Barr virus (strain B95-8),10377,1
VWF,P04275,7450,P03204,Epstein-Barr virus (strain B95-8),10377,1
FBLN5,Q9UBX5,10516,P03204,Epstein-Barr virus (strain B95-8),10377,1
PSMA3,P25788,5684,P03204,Epstein-Barr virus (strain B95-8),10377,1
FBLN5,Q9UBX5,10516,Q777B8,Epstein-Barr virus (strain GD1),10376,1
ELF2,Q15723,1998,P03227,Epstein-Barr virus (strain B95-8),10377,1
FBLN5,Q9UBX5,10516,P03227,Epstein-Barr virus (strain B95-8),10377,1
ZMYND11,Q15326,10771,P12978,Epstein-Barr virus (strain B95-8),10377,1
EFEMP2,O95967,30008,P12978,Epstein-Barr virus (strain B95-8),10377,1
FBLN5,Q9UBX5,10516,P12978,Epstein-Barr virus (strain B95-8),10377,1
SH3GLB1,Q9Y371,51100,P12978,Epstein-Barr virus (strain B95-8),10377,1
AES,Q08117,166,P12978,Epstein-Barr virus (strain B95-8),10377,1
DYNLL1,P63167,8655,P12978,Epstein-Barr virus (strain B95-8),10377,1
RCBTB1,Q8NDN9,55213,P12978,Epstein-Barr virus (strain B95-8),10377,1
CD46,P15529,4179,P12978,Epstein-Barr virus (strain B95-8),10377,1
SRI,P30626,6717,P12978,Epstein-Barr virus (strain B95-8),10377,1
CBX3,Q13185,11335,P12978,Epstein-Barr virus (strain B95-8),10377,1
BLNK,Q8WV28,29760,P12978,Epstein-Barr virus (strain B95-8),10377,1
FCHSD1,Q86WN1,89848,P12978,Epstein-Barr virus (strain B95-8),10377,1
KRT36,O76013,8689,P12978,Epstein-Barr virus (strain B95-8),10377,1
GCA,P28676,25801,P12978,Epstein-Barr virus (strain B95-8),10377,1
CD5L,O43866,922,P12978,Epstein-Barr virus (strain B95-8),10377,1
PSMA3,P25788,5684,P12978,Epstein-Barr virus (strain B95-8),10377,1
ACTN1,P12814,87,P03203,Epstein-Barr virus (strain B95-8),10377,1
ZYX,Q15942,7791,P03203,Epstein-Barr virus (strain B95-8),10377,1
ACTN4,O43707,81,P03203,Epstein-Barr virus (strain B95-8),10377,1
SH3GLB1,Q9Y371,51100,P03203,Epstein-Barr virus (strain B95-8),10377,1
PSMA3,P25788,5684,P03203,Epstein-Barr virus (strain B95-8),10377,1
PSME3,P61289,10197,Q777C4,Epstein-Barr virus (strain GD1),10376,1
LTBP4,Q8N2S1,8425,Q777C4,Epstein-Barr virus (strain GD1),10376,1
PSMA3,P25788,5684,Q777C4,Epstein-Barr virus (strain GD1),10376,1
TES,Q9UGI8,26136,Q777C4,Epstein-Barr virus (strain GD1),10376,1
APOL3,O95236,80833,Q777C4,Epstein-Barr virus (strain GD1),10376,1
SERTAD1,Q9UHV2,29950,P03189,Epstein-Barr virus (strain GD1),10376,1
PSMA3,P25788,5684,P03189,Epstein-Barr virus (strain GD1),10376,1
SERTAD1,Q9UHV2,29950,Q1HVD9,Epstein-Barr virus (strain GD1),10376,1
PKM,P14618,5315,P03228,Epstein-Barr virus (strain B95-8),10377,1
ACTN1,P12814,87,P03228,Epstein-Barr virus (strain B95-8),10377,1
SARAF,Q96BY9,51669,P03228,Epstein-Barr virus (strain B95-8),10377,1
SERTAD1,Q9UHV2,29950,P03228,Epstein-Barr virus (strain B95-8),10377,1
PKM,P14618,5315,P26663,Hepatitis C virus genotype 1b (isolate BK),11105,1
PKM,P14618,5315,P03233,Epstein-Barr virus (strain B95-8),10377,1
ACTN1,P12814,87,P03233,Epstein-Barr virus (strain B95-8),10377,1
PSME3,P61289,10197,P03233,Epstein-Barr virus (strain B95-8),10377,1
RNF31,Q96EP0,55072,P03233,Epstein-Barr virus (strain B95-8),10377,1
MMRN2,Q9H8L6,79812,P03233,Epstein-Barr virus (strain B95-8),10377,1
EFEMP1,Q12805,2202,P03233,Epstein-Barr virus (strain B95-8),10377,1
EFEMP2,O95967,30008,P03233,Epstein-Barr virus (strain B95-8),10377,1
PSMA3,P25788,5684,P03233,Epstein-Barr virus (strain B95-8),10377,1
TSG101,Q99816,7251,P03233,Epstein-Barr virus (strain B95-8),10377,1
IMMT,Q16891,10989,P03233,Epstein-Barr virus (strain B95-8),10377,1
NCKIPSD,Q9NZQ3,51517,P03233,Epstein-Barr virus (strain B95-8),10377,1
NCKIPSD,Q9NZQ3,51517,P15054,Avian sarcoma virus (strain PR2257),11879,1
RAF1,P04049,5894,P15054,Avian sarcoma virus (strain PR2257),11879,1
HCK,P08631,3055,P04324,Human immunodeficiency virus type 1 (isolate 12),11679,1
MAP3K5,Q99683,4217,P04324,Human immunodeficiency virus type 1 (isolate 12),11679,1
AP1B1,Q10567,162,P04324,Human immunodeficiency virus type 1 (isolate 12),11679,1
LYN,P07948,4067,P04604,Human immunodeficiency virus type 1 (isolate ELI),11689,1
HCK,P08631,3055,P04604,Human immunodeficiency virus type 1 (isolate ELI),11689,1
SRC,P12931,6714,P04604,Human immunodeficiency virus type 1 (isolate ELI),11689,1
LYN,P07948,4067,P03407,Human immunodeficiency virus type 1 (isolate ARV2/SF2),11685,1
HCK,P08631,3055,P03407,Human immunodeficiency virus type 1 (isolate ARV2/SF2),11685,1
FYN,P06241,2534,P03407,Human immunodeficiency virus type 1 (isolate ARV2/SF2),11685,1
SRC,P12931,6714,P03407,Human immunodeficiency virus type 1 (isolate ARV2/SF2),11685,1
LYN,P07948,4067,Q9QPN3,Human immunodeficiency virus type 1 (isolate Lai),290579,1
HCK,P08631,3055,Q9QPN3,Human immunodeficiency virus type 1 (isolate Lai),290579,1
FYN,P06241,2534,Q9QPN3,Human immunodeficiency virus type 1 (isolate Lai),290579,1
SRC,P12931,6714,Q9QPN3,Human immunodeficiency virus type 1 (isolate Lai),290579,1
LYN,P07948,4067,Q85737,Human immunodeficiency virus 1,11676,1
HCK,P08631,3055,Q85737,Human immunodeficiency virus 1,11676,1
FYN,P06241,2534,Q85737,Human immunodeficiency virus 1,11676,1
SRC,P12931,6714,Q85737,Human immunodeficiency virus 1,11676,1
LYN,P07948,4067,Q9E3E3,Hepatitis C virus subtype 1a,31646,1
HCK,P08631,3055,Q9E3E3,Hepatitis C virus subtype 1a,31646,1
FYN,P06241,2534,Q9E3E3,Hepatitis C virus subtype 1a,31646,1
RAF1,P04049,5894,O39474,Hepatitis C virus,11103,1
FKBP5,Q13451,2289,O39474,Hepatitis C virus,11103,1
GRB2,P62993,2885,O39474,Hepatitis C virus,11103,1
FKBP8,Q14318,23770,O39474,Hepatitis C virus,11103,1
LCK,P06239,3932,O39474,Hepatitis C virus,11103,1
LYN,P07948,4067,O39474,Hepatitis C virus,11103,1
HCK,P08631,3055,O39474,Hepatitis C virus,11103,1
FYN,P06241,2534,O39474,Hepatitis C virus,11103,1
CD4,P01730,920,P22575,Saimiriine herpesvirus 2 (strain 488),10384,1
LCK,P06239,3932,P22575,Saimiriine herpesvirus 2 (strain 488),10384,1
LYN,P07948,4067,P22575,Saimiriine herpesvirus 2 (strain 488),10384,1
BTRC,Q9Y297,8945,P69700,Human immunodeficiency virus type 1 (isolate HXB3),11707,1
CD4,P01730,920,P69700,Human immunodeficiency virus type 1 (isolate HXB3),11707,1
BTRC,Q9Y297,8945,O09528,Human immunodeficiency virus 1,11676,1
CD4,P01730,920,O09528,Human immunodeficiency virus 1,11676,1
CCL21,O00585,6366,P24766,Vaccinia virus (strain Western Reserve / WR),10254,1
CCL25,O15444,6370,P24766,Vaccinia virus (strain Western Reserve / WR),10254,1
PF4,P02776,5196,P24766,Vaccinia virus (strain Western Reserve / WR),10254,1
